1,1,880,401,1013,641,1,1,1
1,2,771,324,811,461,1,1,1
1,4,666,330,692,401,1,1,1
1,3,690,328,716,400,1,1,1
1,5,485,349,556,392,1,1,1
1,6,237,304,258,346,1,1,1
1,7,255,300,274,350,1,1,1
1,8,277,302,312,355,1,1,1
1,9,316,337,353,378,1,1,1
1,10,372,332,435,381,1,1,1
1,11,6,296,124,384,1,1,1
1,8,0,312,137,384,1,1,1
1,5,238,302,315,353,1,1,1
1,5,275,305,316,364,1,1,1
1,6,251,306,273,348,1,1,1
1,7,232,310,253,343,1,1,1
2,1,879,375,1020,626,1,1,1
2,2,770,304,816,452,1,1,1
2,3,686,310,711,384,1,1,1
2,4,668,317,694,386,1,1,1
2,5,269,297,311,344,1,1,1
2,6,247,294,274,339,1,1,1
2,7,227,300,259,341,1,1,1
2,8,3,328,78,376,1,1,1
2,9,72,306,134,372,1,1,1
3,1,881,383,1032,644,1,1,1
3,2,763,314,820,466,1,1,1
3,3,689,324,718,386,1,1,1
3,4,660,316,700,392,1,1,1
3,5,259,303,297,350,1,1,1
3,6,241,303,277,343,1,1,1
3,7,214,316,265,346,1,1,1
3,9,54,307,139,367,1,1,1
4,1,897,387,1056,673,1,1,1
4,2,769,315,819,468,1,1,1
4,3,689,320,718,386,1,1,1
4,4,657,316,700,383,1,1,1
4,5,270,304,294,338,1,1,1
4,6,242,302,270,340,1,1,1
4,7,223,302,244,331,1,1,1
4,9,41,312,124,371,1,1,1
4,10,166,310,207,371,1,1,1
5,1,915,374,1067,691,1,1,1
5,2,769,303,830,470,1,1,1
5,3,689,314,713,392,1,1,1
5,4,660,314,701,389,1,1,1
5,5,265,299,299,340,1,1,1
5,6,246,299,270,338,1,1,1
5,7,226,303,253,336,1,1,1
5,9,69,307,133,371,1,1,1
5,10,159,304,192,367,1,1,1
5,11,26,304,54,359,1,1,1
6,1,934,370,1096,670,1,1,1
6,2,768,300,824,459,1,1,1
6,3,696,307,724,386,1,1,1
6,4,672,302,701,387,1,1,1
6,5,261,289,290,327,1,1,1
6,6,241,288,266,327,1,1,1
6,7,217,296,251,327,1,1,1
6,9,76,304,133,363,1,1,1
6,10,141,308,186,368,1,1,1
6,11,14,299,61,344,1,1,1
7,1,960,347,1115,685,1,1,1
7,2,768,281,836,453,1,1,1
7,3,700,295,732,365,1,1,1
7,4,673,289,708,355,1,1,1
7,5,259,283,299,326,1,1,1
7,6,241,284,270,322,1,1,1
7,7,226,288,246,324,1,1,1
7,9,97,302,136,343,1,1,1
7,10,117,299,164,363,1,1,1
7,11,24,302,68,343,1,1,1
8,1,972,338,1141,654,1,1,1
8,2,773,267,838,442,1,1,1
8,3,697,288,728,362,1,1,1
8,4,672,287,708,359,1,1,1
8,5,261,287,283,319,1,1,1
8,6,235,287,259,310,1,1,1
8,7,217,287,242,319,1,1,1
8,9,112,299,156,355,1,1,1
8,10,85,303,147,367,1,1,1
8,11,33,303,69,351,1,1,1
9,1,984,316,1170,670,1,1,1
9,2,784,256,847,450,1,1,1
9,3,706,281,736,359,1,1,1
9,4,684,281,720,363,1,1,1
9,5,265,287,295,324,1,1,1
9,6,247,287,275,328,1,1,1
9,7,227,283,256,328,1,1,1
9,9,135,295,190,362,1,1,1
9,10,78,308,119,370,1,1,1
9,11,25,302,60,346,1,1,1
10,1,1011,316,1210,683,1,1,1
10,2,784,253,851,457,1,1,1
10,3,716,283,749,358,1,1,1
10,4,688,284,720,358,1,1,1
10,5,273,283,307,328,1,1,1
10,6,251,287,278,326,1,1,1
10,7,232,283,259,331,1,1,1
10,9,133,299,199,356,1,1,1
10,11,32,304,75,346,1,1,1
11,1,1035,310,1250,694,1,1,1
11,2,776,251,854,456,1,1,1
11,3,712,279,747,365,1,1,1
11,4,688,283,727,363,1,1,1
11,5,266,283,306,324,1,1,1
11,6,250,283,281,327,1,1,1
11,7,232,287,263,322,1,1,1
11,9,156,291,199,358,1,1,1
12,1,1060,326,1273,714,1,1,1
12,2,780,265,866,478,1,1,1
12,3,715,288,745,368,1,1,1
12,4,693,287,725,365,1,1,1
12,5,271,287,304,334,1,1,1
12,6,253,289,278,334,1,1,1
12,7,235,288,259,334,1,1,1
12,9,155,302,211,367,1,1,1
13,1,1065,328,1280,710,1,1,1
13,2,776,257,862,481,1,1,1
13,3,704,288,740,365,1,1,1
13,4,681,287,715,370,1,1,1
13,5,258,289,290,332,1,1,1
13,6,238,288,271,332,1,1,1
13,7,215,295,246,332,1,1,1
13,9,143,296,183,363,1,1,1
14,1,1075,316,1280,715,1,1,1
14,2,768,245,850,493,1,1,1
14,3,697,281,733,363,1,1,1
14,4,672,281,724,365,1,1,1
14,5,241,291,277,332,1,1,1
14,6,220,289,253,331,1,1,1
14,7,192,289,232,332,1,1,1
14,9,123,303,171,355,1,1,1
15,1,1107,296,1278,697,1,1,1
15,2,767,245,847,498,1,1,1
15,3,700,283,733,363,1,1,1
15,4,677,279,715,365,1,1,1
15,5,244,287,269,324,1,1,1
15,6,214,291,239,332,1,1,1
15,7,198,288,219,326,1,1,1
15,9,112,295,155,362,1,1,1
15,11,2,302,45,346,1,1,1
16,1,1136,288,1276,699,1,1,1
16,2,761,232,851,504,1,1,1
16,3,697,272,737,351,1,1,1
16,4,672,275,715,363,1,1,1
16,5,239,279,273,334,1,1,1
16,6,211,279,242,327,1,1,1
16,7,187,279,223,332,1,1,1
16,9,90,289,139,359,1,1,1
16,11,5,296,36,351,1,1,1
17,1,1193,253,1274,715,1,1,1
17,2,756,217,863,498,1,1,1
17,3,701,263,740,346,1,1,1
17,4,672,259,720,340,1,1,1
17,5,238,272,263,312,1,1,1
17,6,211,269,241,315,1,1,1
17,7,183,269,223,308,1,1,1
17,9,69,288,115,353,1,1,1
17,11,2,291,42,332,1,1,1
18,2,757,232,875,500,1,1,1
18,3,703,260,740,340,1,1,1
18,4,677,269,718,353,1,1,1
18,9,26,267,99,347,1,1,1
19,2,771,208,893,525,1,1,1
19,3,706,259,740,351,1,1,1
19,4,676,257,715,340,1,1,1
19,9,14,283,80,351,1,1,1
20,2,776,189,901,543,1,1,1
20,3,706,259,740,340,1,1,1
20,4,677,253,716,343,1,1,1
20,5,229,265,271,314,1,1,1
20,6,202,263,232,308,1,1,1
20,7,180,265,210,304,1,1,1
20,9,1,276,44,359,1,1,1
